Name	eaiQuoteID	type	uom	ccy	businessCalendar	lotSize	tenor	Commodity	limSymbol	limMultiplier	defaultPrecision	clearPortPrecision	expiryRule	exchange	volatilityID	indexLevel	forwardMarket	pricingRule	formula	rollbefore	promptness	bblPerMT
NYMEX Unleaded vs NYMEX WTI	97	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(31)) - Quote(1.0* MKT(7)) 	NULL	NULL	Some(8.45)
TOCOM Crude Oil	98	FuturesMarket	kl                  	JPY                 	TCF	Some(100.0)         	Month               	Crude	Some(YB_CRUDE)	Some(1.0)           	Some(3)             	Some(2)             	EAIExpiryRule(98)	TOCOM	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(7.45)
TOCOM Kerosene	99	FuturesMarket	kl                  	JPY                 	TCF	Some(100.0)         	Month               	JetKero	Some(TOC.IO)	Some(1.0)           	Some(3)             	Some(2)             	EAIExpiryRule(99)	TOCOM	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(7.88)
TOCOM Gasoline	100	FuturesMarket	kl                  	JPY                 	TCF	Some(100.0)         	Month               	Gasoline	Some(TOC.IN)	Some(1.0)           	Some(3)             	Some(2)             	EAIExpiryRule(100)	TOCOM	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(8.35)
Platts Brent	101	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PLATTS_BRENT)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	MidPoint	NULL	NULL	NULL	NULL	NULL	Some(7.57)
Urals Med vs Dated Brent	102	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(159)) - Quote(1.0* MKT(40)) 	NULL	NULL	Some(7.284)
IPE Gas Oil (Settlement) vs IPE Brent	103	FormulaIndex/FuturesSpreadMarket	bbl                 	USD                 	NULL	Some(1000.0)        	Month               	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(58)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(7.45)
Mogas 95 Unl 10ppm NWE Barges (Argus) vs IPE Brent	104	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(88)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(8.33)
1% Fuel FOB Rotterdam Barges	105	PublishedIndex	MT                  	USD                 	PLE	Some(1000.0)        	Day                 	FuelOil	Some(PUAAP00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.35)
1% Fuel FOB Rotterdam Barges vs 1% Fuel FOB NWE Cargoes	106	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(105)) - Quote(1.0* MKT(3)) 	NULL	NULL	Some(6.35)
Mogas 95 Unl 10ppm NWE Barges (Argus) vs Naphtha CIF NWE Cargoes	115	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(88)) - Quote(1.0* MKT(37)) 	NULL	NULL	Some(8.9)
WTI Cushing TEPPCO Pipeline (monthly)	116	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PCACG00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.6)
Mars Clovelly Shell Pipeline (monthly)	117	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(AAMBR00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
LLS Crude St James Calpine Pipeline (Platts)	118	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PCABN00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
1% Fuel FOB NWE Cargoes vs IPE Brent	120	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(3)) - Quote(1.0* MKT(28)) 	NULL	NULL	Some(6.35)
Unl M3 Colonial Pipeline (monthly)	121	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl M4 Colonial Pipeline (monthly)	122	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl V3 Colonial Pipeline (monthly)	123	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl V4 Colonial Pipeline (monthly)	124	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
No.6 3% USGC Waterborne vs NYMEX WTI	125	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(11)) - Quote(1.0* MKT(7)) 	NULL	NULL	Some(6.4)
Naphtha Singapore vs Platts Dubai 1st month	126	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(24)) - Quote(1.0* MKT(6)) 	NULL	NULL	Some(6.5)
NYMEX Heat 1st month (cents)	127	PublishedIndex	gal                 	USD                 	NYM	None                	Day                 	GasOil	Some(HO)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
3.5% Fuel FOB Med Cargoes	128	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	FuelOil	Some(PUAAZ00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.35)
Gas Oil 0.2 FOB Rotterdam Barges	129	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	GasOil	Some(POAAG00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
1% Fuel CIF NWE Cargoes	130	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	FuelOil	Some(PUAAL00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.35)
Unl A4 Colonial Pipeline (monthly)	131	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Argus Propane CIF ARA vs Naphtha CIF NWE Cargoes	132	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(44)) - Quote(1.0* MKT(37)) 	NULL	NULL	Some(9.0)
HSFO 180 CST Singapore (6.5) vs HSFO 380 CST Singapore	133	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(4)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(8)) - Quote(1.0* MKT(134)) 	NULL	NULL	Some(6.5)
HSFO 380 CST Singapore	134	PublishedIndex	MT                  	USD                 	PLD	Some(1000.0)        	Day                 	FuelOil	Some(PPXDK00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.35)
TOCOM Gas Oil	135	FuturesMarket	kl                  	JPY                 	TCF	Some(100.0)         	Month               	GasOil	Some(TOC.IM)	Some(1.0)           	Some(3)             	Some(2)             	EAIExpiryRule(135)	TOCOM	None                	NULL	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Minas ICP	136	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.46)
Non-TET Butane (Platts)	138	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Butane	Some(PMAAI00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(10.78571429)
IPE Natural Gas	139	FuturesMarket	MT                  	GBP                 	IPF	Some(1000.0)        	Month               	NatGas	Some(IPE.NBP)	Some(0.01)          	Some(0)             	Some(2)             	EAIExpiryRule(139)	ICE	Some(6)             	NULL	NULL	NULL	NULL	NULL	NULL	Some(1.0)
NYMEX Henry Hub Natural Gas	140	FuturesMarket	mmbtu               	USD                 	NYM	Some(10000.0)       	Month               	NatGas	Some(NG)	Some(0.1)           	Some(6)             	Some(3)             	EAIExpiryRule(140)	NYMEX	Some(9)             	NULL	NULL	NULL	NULL	NULL	NULL	Some(1.0)
Platts Dubai	141	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.25)
Naphtha FOB Med Cargoes (High)	142	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	Naphtha	Some(PAAAI00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	High	NULL	NULL	NULL	NULL	NULL	Some(8.9)
Prem Unl FOB Med Cargoes	143	PublishedIndex	MT                  	USD                 	PLE	None                	Day                 	Gasoline	Some(PGAMP00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Unl M8 Buckeye Pipeline (monthly)	144	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl M9 Buckeye Pipeline (monthly)	145	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl M2 Colonial Pipeline (monthly)	146	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Gas Oil 0.5 Singapore vs IPE Gas Oil 1st month (Settlement)	147	FormulaIndex	MT                  	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(52)) - Quote(1.0* MKT(58)) 	NULL	NULL	Some(7.45)
Unl 87 USGC Waterborne	148	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGACU00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.33)
Platts WTI	149	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PLATTS_WTI)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	MidPoint	NULL	NULL	NULL	NULL	NULL	Some(7.6)
Platts WTI 1st month	150	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.6)
Maya US Crude	151	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(AALNC00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Index	NULL	NULL	NULL	NULL	NULL	Some(6.84)
Cinta ICP	152	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.31)
Widuri ICP	153	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Oriente Crude	154	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.17)
Forcados Crude	155	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(PCABC00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.16)
Daqing Crude OSP	156	PublishedIndex	bbl                 	USD                 	PLD	None                	Day                 	Crude	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.31)
Butane TET Pipeline (OPIS)	157	PublishedIndex	gal                 	USD                 	OPI	Some(42000.0)       	Day                 	Butane	Some(MBEL.TET.NBUTANE)	Some(0.01)          	Some(5)             	Some(4)             	NULL	NULL	None                	MidPoint	NULL	NULL	NULL	NULL	NULL	Some(10.78571429)
Propane Non-TET Pipeline (OPIS)	158	PublishedIndex	gal                 	USD                 	OPI	None                	Day                 	Propane	Some(MBEL.NTET.PROPANE)	Some(0.01)          	Some(5)             	Some(4)             	NULL	NULL	None                	MidPoint	NULL	NULL	NULL	NULL	NULL	Some(12.4047619)
Urals CIF Med Recombined (RCMB)	159	PublishedIndex	bbl                 	USD                 	Platts European Crude	None                	Day                 	Crude	Some(AALIN00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.284)
No.6 0.3% H/P NYH Cargoes	160	PublishedIndex	bbl                 	USD                 	PLH	Some(1000.0)        	Day                 	FuelOil	Some(PUAAE00)	Some(1.0)           	Some(3)             	Some(3)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.7)
No.6 0.3% H/P NYH Cargoes vs No.6 1% NYH Cargoes	161	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(160)) - Quote(1.0* MKT(10)) 	NULL	NULL	Some(6.7)
No.6 0.3% L/P NYH Cargoes (Platts)	162	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	FuelOil	Some(PUAAB00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(6.7)
WTS Midland TEPPCO Pipeline 1st month	163	PublishedIndex	bbl                 	USD                 	PLH	None                	Day                 	Crude	Some(PCACK00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.33)
No.2 USGC Waterborne	164	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	GasOil	Some(POAEE00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Oman Blend 1st month	165	PublishedIndex	bbl                 	USD                 	PLD	Some(1000.0)        	Day                 	Crude	Some(PCABS00)	Some(1.0)           	Some(3)             	Some(2)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(7.51)
Gas Oil 0.5 Singapore vs Dubai 1st month	166	FormulaIndex	bbl                 	USD                 	NULL	NULL	NULL	NULL	NULL	NULL	Some(3)             	Some(2)             	NULL	NULL	NULL	NULL	NULL	NULL	Quote(1.0* MKT(52)) - Quote(1.0* MKT(6)) 	NULL	NULL	Some(7.45)
IPE Gas Oil 1st month 1 day roll (Settlement)	167	PublishedIndex	MT                  	USD                 	IPE	None                	Day                 	GasOil	None	None                	Some(3)             	Some(2)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(7.45)
Unl N Group 3 Magellan Pipeline (monthly)	168	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	Some(PGACS00)	Some(0.01)          	Some(4)             	Some(4)             	NULL	NULL	None                	Mid	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl M6 Buckeye Pipeline (monthly)	169	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
Unl RBOB (Summer) Buckeye Pipeline (monthly)	170	PublishedIndex	gal                 	USD                 	PLH	None                	Day                 	Gasoline	None	None                	Some(4)             	Some(4)             	NULL	NULL	None                	Close	NULL	NULL	NULL	NULL	NULL	Some(8.45)
TD3 AG to Japan 250KT (Baltic)	171	PublishedIndex	MT                  	WSC                 	IcS	Some(1000.0)        	Day                 	Freight	Some(BALTIC.DIRTY.TANKER.ROUTE.TD3)	Some(0.01)          	Some(4)             	Some(2)             	NULL	NULL	None                	Val	NULL	NULL	NULL	NULL	NULL	None
